id,label,definition
ก๑๑๑,มดลูก รังไข่ ฯลฯ,
ก๑๑๑_1,มดลูก; กล่องพระสกุล (ราชา),อวัยวะภายในอันเป็นที่ตั้งครรภ์ [ล.ว่า มดลูก]
ก๑๑๑_2,"รก; พระครรภมล, พระสกุน, พระสกุล (ราชา); ครรภมล (เขียน)",ก้อนเนื้อเยื่อที่แนบอยู่กับมดลูกเกิดขึ้นพร้อมๆ กับตัวอ่อนของทารกในครรภ์และเจริญเติบโตพร้อมๆ กับทารก
ก๑๑๑_3,ถุงน้ำคร่ำ,ถุงน้ำที่จะแตกออกก่อนคลอด
ก๑๑๑_4,รังไข่,อวัยวะภายในเป็นที่เกิดไข่ [ล.ว่า รัง]
ก๑๒๐,ของเหลวในร่างกาย,
ก๑๒๐_1,"เหงื่อ; พระเสโท (ราชา); เสท, เสโท (กวี)",ของเหลวที่ร่างกายขับออกทางผิวหนัง
ก๑๒๐_2,เหงื่อกาฬ,เหงื่อของคนใกล้จะตาย โดยปริยายหมายถึง เหงื่อที่ออกด้วยความตกใจกลัว
ก๑๒๐_3,"น้ำตา; น้ำพระเนตร, พระอัสสุชล, พระอัสสุธารา (ราชา); อัสสุชล (กวี)",ของเหลวที่ไหลออกจากนัยน์ตา
ก๑๒๐_4,"น้ำนม; พระกษิรธารา (ราชา); กษีรรส, กษีรามพุ (กวี)",ของเหลวสีขาวที่ไหลออกจากนม
ก๑๒๐_5,น้ำลาย; พระเขฬะ (ราชา); เขฬะ (กวี),ของเหลวในปากช่วยย่อยและคลุกเคล้าอาหาร
ก๑๒๐_6,น้ำบ่อน้อย,[มักใช้ในกรณีที่ใช้น้ำลายแทนน้ำ] เช่น ใช้น้ำบ่อน้อยติดแสตมป์
ก๑๒๐_7,น้ำหนวก,ของเหลวที่อยู่ในช่องหูซึ่งมีอาการอักเสบ มีกลิ่นเหม็น
ก๑๒๐_8,น้ำเหลือง; พระบุพโพ (ราชา),น้ำเลือดเสียกลายเป็นสีขาวข้นมีอยู่ตามแผลและฝี
ก๑๒๐_9,เลือด; พระโลหิต (ราชา); โลหิต (เขียน),น้ำสีแดงๆ ซึ่งชุ่มอยู่ภายในตัวคนและสัตว์
ก๑๒๐_10,เลือดฝาด,เลือด [มักมีนัยเกี่ยวกับสุขภาพ] เช่น เลือดฝาดดี
ก๑๒๐_11,เลือดกำเดา,เลือดที่ออกทางจมูก
ก๑๒๐_12,"ประจำเดือน, รอบเดือน, เลือดประจำเดือน, โลหิตระดู, ระดู; พระบุษปะ, พระอุหลบ (ราชา)",เลือดที่ถูกขับถ่ายจากมดลูกออกมาทางช่องคลอด
ก๑๒๐_13,"ตกขาว, มุตกิด, ระดูขาว",น้ำข้นๆ สีขาวหรือสีเหลืองปนเขียวที่ถูกขับถ่ายออกมาทางช่องคลอด
ก๑๒๐_14,เลือดล้างหน้า,เลือดระดูที่ออกมาเล็กๆ น้อยๆ หลังจากคลอดลูกแล้วแสดงว่าจะตั้งท้องได้อีก
ก๑๒๐_15,น้ำกาม,น้ำเชื้อที่เกิดจากความกำหนัดแล้วเคลื่อนออกมาจากอวัยละสืบพันธุ์ของเพศชาย
ก๑๒๐_16,น้ำคร่ำ,น้ำเมือกที่หล่ออยู่รอบทารกในครรภ์ ช่วยให้ทารกเคลื่อนไหวได้สะดวก บรรเทาการกระทบกระทั่ง และช่วยหล่อลื่นในตอนคลอด
ก๑๒๐_17,น้ำทูนหัว,น้ำคร่ำที่ไหลออกมาเมื่อจวนคลอด ช่วยหล่อลื่นในตอนคลอด
ก๑๒๐_18,น้ำคาวปลา,น้ำที่ขับถ่ายจากช่องคลอดภายหลังทารกคลอดแล้วประมาณ ๓-๔ วัน ปรกติมีกลิ่นคาวเล็กน้อย
ก๑๒๐_19,น้ำย่อย,ของเหลวที่มีสารอินทรีย์บางชนิดสำหรับย่อยอาหาร เกิดในปาก กระเพาะ ลำไส้ ตับ และตับอ่อน
ก๑๒๐_20,น้ำดี; พระปิตตะ (ราชา),น้ำข้นๆ สีเหลืองปนเขียว มีรสขมสำหรับช่วยย่อยอาหาร
ก๑๒๑,ลักษณะการไหลของเหงื่อและเลือด,
ก๑๒๑_1,"เหงื่อแตกพลั่กๆ, ไหลซิก, ไหลซึม, ไหลโซม, ไหลพลั่กๆ, ไหลย้อย",เหงื่อไหลในลักษณะต่างๆ
ก๑๒๑_2,"เลือดทะลัก, ไหลโกรก, ไหลซิบๆ, ไหลซึม, ไหลโซม, ไหลปรี่, ไหลพลั่กๆ, ไหลย้อย, ไหลอาบ, ออกซิบๆ",เลือดไหลในลักษณะต่างๆ
ก๑๒๑_3,เลือดตกใน,อาการที่เลือดตกลงภายในไม่ไหลออกมาเมื่อถูกแทงเป็นต้น
ก๑๒๑_4,เลือดตกหมก,อาการที่เลือดระดูเสียที่หมักหมมอยู่ข้างในไหลออกมา
ก๑๒๒,สิ่งสกปรกในร่างกาย,
ก๑๒๒_1,"อึ (ปาก); อุจจาระ (สุภาพ); ขี้ (ไม่สุภาพ); พระบังคนหนัก (ราชา); คูถ, มูล (เขียน)",กากอาหารที่ขับถ่ายออกทางทวารหนัก
ก๑๒๒_2,พรรดึก,อุจจาระที่แข็งเป็นก้อนทำให้ท้องผูก
ก๑๒๒_3,ปัสสาวะ (สุภาพ); เยี่ยว (ไม่สุภาพ); พระบังคนเบา (ราชา); มูตร (เขียน),ของเหลวที่เสียซึ่งไตขับถ่ายออกจากโลหิต
ก๑๒๒_4,ขี้ตา,สิ่งสกปรกที่ขับออกจากตา
ก๑๒๒_5,"ขี้มูก, น้ำมูก; มูลพระนาสิก (ราชา)",น้ำเมือกที่ไหลออกทางจมูก อาจแข็งตัวกลายเป็นก้อน
ก๑๒๒_6,ขี้หู,สิ่งสกปรกที่ขับออกจากหู
ก๑๒๒_7,ขี้ฟัน,คราบสิ่งสกปรกที่จับอยู่ที่ฟัน
ก๑๒๒_8,ขี้เล็บ; มูลพระนขา (ราชา),สิ่งสกปรกที่ติดอยู่ปลายเล็บด้านใน
ก๑๒๒_9,ขี้เต่า,เมือกเหงื่อไคลที่ติดอยู่ตามรักแร้
ก๑๒๒_10,"ขี้ไคล, ไคล; พระเมโท (ราชา)",เหงื่อที่ปนกับฝุ่นละอองติดกรังอยู่กับหนังกำพร้า
ก๑๒๒_11,ขี้เกลือ,คราบเหงื่อที่แห้งกรังจนขึ้นขาว
ก๑๒๒_12,"เสมหะ, เสลด; พระเสมหะ (ราชา)",เมือกที่ออกจากลำคอหรือลำไส้
ก๑๒๒_13,"ขี้รังแค, ขี้ลม, รังแค",ขุยหนังศีรษะ
ก๑๒๒_14,ขี้เทา,สิ่งที่ขับออกมาทางทวารหนักของทารกแรกคลอด มีสีเขียวหม่น
ก๑๒๓,ลมในร่างกาย,
ก๑๒๓_1,"ลมปราณ, ลมหายใจ",ลมที่หายใจเข้าหรือออก
ก๑๒๓_2,พระอัสสาสะ (ราชา),ลมหายใจเข้า
ก๑๒๓_3,พระปัสสาสะ (ราชา),ลมหายใจออก
ก๑๒๓_4,ตด,ลมที่ออกทางทวารหนัก
ก๑๒๓_5,"ลมเบ่ง; กรรมชวาต, กรรมัชวาต, กัมมัชวาต (เขียน, กวี)",ลมเกิดในครรภ์เวลาคลอดบุตร
ก๑๓๐,สภาพอวัยวะที่เปลี่ยนแปลงไป,
ก๑๓๐_1,เข้าแว่น,ต้องสวมแว่นสายตา
ก๑๓๐_2,แพ้ผม,ผมหงอกเร็วกว่าปรกติ
ก๑๓๐_3,แพ้ฟัน,ฟันหักเร็วกว่าปรกติ
ก๑๓๐_4,ผมหงอก,ผมเปลี่ยนจากสีเดิมเป็นสีขาว
ก๑๓๐_5,"ฟันบิ่น, ผุ, สึก, หัก, โยก","ดูความหมายใน ท ๑๔๖-ท ๑๔๙, ท ๒๖๐"
ก๑๓๐_6,ฟันหลอ,ฟันหักหายไป
